,sentiment,content
15426,happiness,Whatever. Workweek's over. Time to go play with new phone. Sim card didn't transfer contacts list
15446,happiness,"@designbreaker Nothing, stayed home"
15480,happiness,@Tech_Animated thanks so much for everything you do!  i'm so sorry you're hurting
15486,happiness,"@mishxmonster  haha, as if I'm only 19 girl  They don't give me beer lol xD"
15488,happiness,"I wonder who that thomasvanvliet is. Maybe you can help me, because I've just inherited $20000000! Can't withdraw it"
15521,happiness,Just got back from working out. I'm feeling pretty good. work at 4:30
15525,happiness,"Last day of holydays, gotta get back to work    Anyway, 2 great weeks"
15535,happiness,wishing warped tour came to london canada.....
15600,happiness,"played a bit pool with my buddies....going to bed now, have to work tomorrow"
15693,happiness,@RemiRockit sounds like my town
15696,happiness,"@Jenniferlai7 aww, me too. today has been good for me up until like 4?"
15729,happiness,just kidding. its standing room only.
15740,happiness,"alright, so day was going well, but got home, and all my potato salad was gone"
15741,happiness,"i want some grape soda, jack fowers' fault. also, @TraceCyrus i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!"
15749,happiness,Wow I really need to have fun tonight now
15750,happiness,time for bed.....got some learning to do tomorrow with an early start  night night good people xxx
15752,happiness,"today i was so happy got i got off school early, but now i'm bored!!"
15775,happiness,@marcihearts I will be sending it to you when I get my first check if I make enough lol I have only worked like 8 hours so far
15874,happiness,"@VernaeWilliams @LanceDrummonds you two are hilaaaaarious, I love it. Vernae where have you been  ?"
15889,happiness,@Pettles i know!! i can't believe it  it says on their bleedin song- donnie raps it!! tut
15914,happiness,PERFECT SHOW TO YOU! enjoy for me
15918,happiness,seniors done  5 more days!! woohoo!! going out for the night.
15922,happiness,show was amazing. so cold out now  hope I can give victoria my card and get my dvds back ;) ha
15969,happiness,@saraxmazing ah! NFG were super amazing! Jordan is 'pretty legit'!! Can't stay longer 2 meet everyone cuz we hv 3 hour drive home!
16019,happiness,"@Katie_Noonan I think ill do that! I well wanna go out, go no one to go out with  Loveyou xx"
16037,happiness,@quirke I wish he was still around.   there was a litter under our azalea. I caught DD in the back yard @ 6 am with bunnies in her lap.
16069,happiness,"@clio_jlh LOL That's a special kind of magic, though! ;)  And did you see the special on Discovery?  They think Nessie died."
16080,happiness,going to watch some tv now - crazy night out - up at 7am for work tomorrow  I'll live somehow! At least it means I finish early!
16102,happiness,"@Danny30011980 @Gavinmusic great pic,have to upload my pix tomo,I've no laptop tonight."
16104,happiness,Sunburned on my face &amp; legs. Fixing to be my arms tooo.
16159,happiness,@jonasobsessedx ._.; Thanxxx ! Now with that message I just wanna leave !! )= ! BYE !
16168,happiness,may have unintentionally snubbed someone due to my ineptness/shyness. feel badly
16190,happiness,@donnyosmond Very excited as we have just booked tickets to Vegas (we live in the UK) can't believe the  price of the show tickets
16193,happiness,@KarolinePaixao EPIC moment! hahahha i swear.. i really wanna see it
16228,happiness,is rockin' a minivan til the STi is ready. I miss it already
16294,happiness,Had Sbarro for dinner and Krispy Kreme for dessert. Mmmmm! But so not very healthy.
16316,happiness,Feels like throwing up!
16326,happiness,@martinhavlat Dang! Wish I could go  I have tickets for Sundays game!!
16361,happiness,@montiAsutton I wish I could really do that  I love having u around! Ill see what I can do.. ;) try to use that national champ pull lol
16382,happiness,i need to write really bad. can someone go get my diary from my flat for me
16405,happiness,Headed to see friends new baby. Gave up trip to the lake cause of dance class. Such a good mama.
16418,happiness,hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D
16439,happiness,Six feet under theme is on jjj
16485,happiness,I woke up and my hiccups came back!
16511,happiness,"BBQ's gone well ! Weather stayed good which is a right bonus. Just off to bed, training in the morning at 06:30 then work"
16521,happiness,i miss k_ris punking me everytime we hung out and effnng me up
16548,happiness,@kimble09 yeah   but I'm jus glad the thunder stopped .
16554,happiness,Definitely need to work out after this business trip- too much free food and alcohol. I'm sure I've gained a few pounds.
16562,happiness,Thanks to my assignment im off to work today!
16564,happiness,another great workout! but I'm feelin kind of funny
16586,happiness,I just want to watch my Naruto Shippuuden missed episodes.
16614,happiness,"@selenagomez bananabrain2 got hit by a car and got screwed! : O, 32 oepn wounds, a broken finger, broken toe (both toe and nail) f**ed up"
16630,happiness,i have problems wih pizza..ii love it too much..i'm so addicted to pizza  and Dot Dot Curve. &gt;
16640,happiness,@rachyzilla still haven't been to the infamous liverpool store  my manager helped set it up said it's awesome (y)
16641,happiness,"@becckysmith aw no!  yeah I must say, it was very good haha"
16653,happiness,639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx
16673,happiness,"@JayDoub Hello, im good thank you - tottaly tired, been working lots today...tottaly shattered!  what about u"
16683,happiness,Getting a little mowing the grass in this evening!  fun
16751,happiness,@TheShoctor @pezhore @O3Visuals @N9VLS Victory! Now I just need to reinstall all my damn apps.
16768,happiness,Watering the plants at home. Drinking a delicious smoothie from morgans because my jamba exploded.
16810,happiness,@fly_meaway I'm sorry hon  I know how it feels though...I'm usually crazy but at a family gathering I'd probably hold back like that also
16819,happiness,toy story 3! june 2010. i can't wait that long.
16842,happiness,@dotboom  i am defiantly watching it. I was at work  when you were streaming and had to leave.
16865,happiness,"@naomijlea good job I have the track in my head, cos sadly can't access it, boo"
16928,happiness,"@mysolis Aw, sorry ur day sucked!  Did u see my post abt car issues? LOL I think it's safe to say it can only get better tho. Beer-thirty?"
16933,happiness,"@vicki_xx :O really  well if u want, we can go 2gether next yr?"
16950,happiness,Meeting up with Karen and the boys for some drinks at The Dock!!!  All I wanna do is drink though..    fuck it like Andrea said! Haha
16959,happiness,liz just left  aww it was so good to see her.
17037,happiness,people with mustaches get super powers and mustaches. no fair.
17074,happiness,@jenniferdodd I'm out of town next week   We'll have to party when I get back. Happy early Birthday!
17086,happiness,@Tatylicious Hey chick!  When are we going to JA to pick up some hot guys and eat Jerk pork and festival? Well you already have a hot guy
17110,happiness,I am so glad it's Friday. I just got off work and I'm so tired.
17172,happiness,"@amandalaur that would be awesome i think, i hate how expensive phones are"
17250,happiness,Missing my morning work out cause my bench press is back in Jakarta  goodluck diga! Test will be easy peasy! Hehehe
17327,happiness,Well good job to my two cousins that are graduates! Good luck in life!!!  &lt;never wear your pajama pants to school  &gt;
17353,happiness,@RamEsRock  rompes mis ilusiones con lo de thrasher haha
17365,happiness,Glad to be home I wish I could make @CBrown7785 feel better
17367,happiness,"Crisis averted!  Phew! On a different note, @AmeeC3 and @Zelenski....you guys are making me so proud! tear!  wish i could have joined"
17394,happiness,either my inerne is fucked or my mind is but i'm pretty sure that it's the internet
17402,happiness,@sugafactory omg me 2 !! Haha i was half an hour late 4 work whoops !! Hahaha i h8 workin sat mornins
17427,happiness,"@rgoodchild yeah it made a great noise, and tripped the house circuit breaker. Good Times. $200 worth of parts too"
17436,happiness,getting ready to see my cousins graduate.  gonna miss em.
17442,happiness,Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens &amp; yummy sauce. No wine
17460,happiness,@talk2donboy LOL well i'm qlad u enjoyed yur ramen noodles.. i had fried chicken  ..im tired now
17477,happiness,hey im back on.. but msn won't work  darn msn haha. can't stop thinking about 3d movie haha!
17498,happiness,@TheKellanLutz OMG i want to go too!  hahaha
17501,happiness,@AnnaDiFilippo have fun without me pasty  &lt;33
17533,happiness,@Colie5cent $300 later... I feel so good! But guilty
17537,happiness,"@mellalicious I have to call stevie to reschedule!!  I won a competition yesterday to the launch of sims 3 at Luna park, same day at 6pm"
17551,happiness,@Cadwaladr omg yes!!!!!!! but I have to get ready for work early tonight  I have payroll distribution duty
17565,happiness,@cassetetapes  shareeee.
17607,happiness,@spookygirl what a great project!!! Wish I could have done that with DD1. She's too old now.
17608,happiness,@dougiemcfly http://twitpic.com/67uc7 - awww it's a shame that your all flued up  but apparently it's realllly good stuff. good luck f ...
17629,happiness,"at least two to three times a week i turn on the tv, find comedy central already on and have to endure a brief moment of scrubs"
17631,happiness,@ce_ci ewww poor you  wish you all the best! thank God there is Rolland Garros this month isn't?! ;P
17658,happiness,"Prayin for dad  in Wellington, FL http://loopt.us/F8_Jqg.t (via @furman27).  I too live in welly. May i pray f.. http://bit.ly/lB9SN"
17670,happiness,@loonyboi You rule for doing this! I bought the second game at full price and lost it in a move.
17746,happiness,@LadyRedCrest @miss_hazy  Have safe trips! And Indy is my home
17765,happiness,"@Gemma_Rigby Well my neck hurts from moving out  you massage me, i massage u?! lol!"
17774,happiness,@dougiemcfly good show for you guys .. i wish i could be there to see you
17796,happiness,@KelseyJ_xo  hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lol  missed you ha bye hun xxx
17832,happiness,@DelbertShoopman Good luck with the footage - none of the stations are breaking in live with it
17859,happiness,Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....
17863,happiness,@KennyJ88 that was good . but mean  haha
17906,happiness,Here's a big moan for Dave Leyrock... IM UP IN 8HRS!  pity me! Coloursfest ahoy xo
17948,happiness,My whole life has come to this......incredibly amazing
18007,happiness,@StoneBrewingCo um... thats my favorite beer!! why must you torture me so when I can't make it down there!!
18018,happiness,to the doctor  anyone wanna do somethin after for a bit?
18026,happiness,"Going home to enjoy what is left of the day - I can't believe how quickly this week flew by, no time for tweets"
18074,happiness,@MsHollywoodDiva hahahaha your watching 106 too... i miss Oceans 10...
